Iteration                Wall_Time                Samples                  Train_Return             Train_Count              Test_Return              Test_Count               State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Exp_Samples              Critic_Loss              Critic_Stepsize          Critic_Steps             Actor_Loss               Actor_Stepsize           Actor_Steps              Adv_Mean                 Adv_Std                  
5450                     7.337919359935655        16366350                 6149.280551777703        150                      8964.684971008892        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       16351000                 0.023799747              0.01                     1044992                  4.002795                 5e-05                    5224960                  0.8765756                22.170893                
5500                     7.405065210262935        16516500                 6220.431541536712        150                      8954.209990914971        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       16501000                 0.023908148              0.01                     1054592                  4.0525517                5e-05                    5272960                  1.2123058                21.79442                 
5550                     7.472365696032842        16666650                 6111.341150800649        150                      8999.211396462084        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       16651000                 0.023587635              0.01                     1064192                  4.029201                 5e-05                    5320960                  0.33021325               21.511751                
5600                     7.539778524107403        16816800                 6221.934909195175        150                      9035.602463680825        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       16801000                 0.021591812              0.01                     1073792                  4.055162                 5e-05                    5368960                  -0.0021257375            20.711702                
5650                     7.607238092621167        16966950                 6222.205234140053        150                      8961.239376453701        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       16951000                 0.024835223              0.01                     1083392                  4.0198574                5e-05                    5416960                  -0.13412361              22.466389                
5700                     7.6748682509528265       17117100                 6127.420655618912        150                      9028.948321029662        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17101000                 0.026927983              0.01                     1092992                  4.0262475                5e-05                    5464960                  -0.7443036               22.927454                
5750                     7.7424391669034955       17267250                 6315.880902572718        150                      9065.94452471096         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17251000                 0.018095149              0.01                     1102592                  4.067352                 5e-05                    5512960                  0.8003371                18.822697                
5800                     7.809990534120136        17417400                 6292.819602935771        150                      9283.590992581172        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17401000                 0.018147148              0.01                     1112192                  4.0834713                5e-05                    5560960                  0.11629439               18.377415                
5850                     7.877817422747612        17567550                 6255.477176916627        150                      9186.299120016476        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17551000                 0.022560164              0.01                     1121792                  3.9513612                5e-05                    5608960                  -0.10730975              20.938002                
5900                     7.9457628149456445       17717700                 6239.212506797452        150                      8998.561741073396        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17701000                 0.017865878              0.01                     1131392                  4.070955                 5e-05                    5656960                  0.006060447              18.994541                
5950                     8.013656026588546        17867850                 6270.46125602412         150                      9114.429362130986        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       17851000                 0.01983698               0.01                     1140992                  4.050519                 5e-05                    5704960                  -0.10097214              19.621246                
6000                     8.081470567054218        18018000                 6179.743549820159        150                      8993.665103057121        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18001000                 0.021783778              0.01                     1150592                  4.0702877                5e-05                    5752960                  0.38304397               20.80001                 
6050                     8.14917550471094         18168150                 6174.563784456048        150                      9012.549507932763        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18151000                 0.020277657              0.01                     1160192                  4.064297                 5e-05                    5800960                  0.17781417               19.946196                
6100                     8.216941517127884        18318300                 6244.49364135534         150                      9165.308304269125        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18301000                 0.023563473              0.01                     1169792                  4.050898                 5e-05                    5848960                  0.93447906               21.651554                
6150                     8.284939351677895        18468450                 6282.052005362065        150                      9087.422929124512        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18451000                 0.021674259              0.01                     1179392                  4.044262                 5e-05                    5896960                  -0.29633602              20.837255                
6200                     8.353845189081298        18618600                 6306.224303416519        150                      9077.481042502994        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18601000                 0.021095926              0.01                     1188992                  4.2138734                5e-05                    5944960                  -0.518466                20.851982                
6250                     8.422781292862362        18768750                 6293.556620430324        150                      9142.133835360304        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18751000                 0.02021731               0.01                     1198592                  4.031646                 5e-05                    5992960                  -0.082118556             20.218063                
6300                     8.491757231222259        18918900                 6301.771747022226        150                      9015.475771172789        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       18901000                 0.024794294              0.01                     1208192                  3.9948359                5e-05                    6040960                  -0.1691401               21.787743                
6350                     8.560675894485579        19069050                 6342.957840533064        150                      9290.122420577633        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19051000                 0.019906187              0.01                     1217792                  4.0512605                5e-05                    6088960                  -0.29414818              19.762812                
6400                     8.62890473054515         19219200                 6357.639333882207        150                      9178.662321165475        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19201000                 0.016959593              0.01                     1227392                  4.0610304                5e-05                    6136960                  0.50995487               18.415321                
6450                     8.696725959910287        19369350                 6361.598480824707        150                      9159.663413777067        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19351000                 0.022070678              0.01                     1236992                  4.0994925                5e-05                    6184960                  -0.46593478              20.811785                
6500                     8.764452208677927        19519500                 6327.185435403157        150                      9239.251086879982        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19501000                 0.03209803               0.01                     1246592                  4.0486326                5e-05                    6232960                  -0.5678178               25.18337                 
6550                     8.831828961306147        19669650                 6378.367081238389        150                      9260.7119292615          32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19651000                 0.022502085              0.01                     1256192                  3.9567451                5e-05                    6280960                  -0.12690842              21.185093                
6600                     8.8993909900056          19819800                 6297.59025155135         150                      9133.221111379216        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19801000                 0.018329287              0.01                     1265792                  4.0974646                5e-05                    6328960                  -0.50885296              19.052954                
6650                     8.96709479616748         19969950                 6393.461111122655        150                      9125.783006591368        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       19951000                 0.018346403              0.01                     1275392                  4.1281247                5e-05                    6376960                  -0.18744113              19.374258                
6700                     9.034866478310692        20120100                 6440.888387500993        150                      9126.06608525054         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20101000                 0.030945854              0.01                     1284992                  3.8739808                5e-05                    6424960                  -0.7454397               27.203688                
6750                     9.102598378724522        20270250                 6383.45819047692         150                      9220.791383243139        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20251000                 0.02376003               0.01                     1294592                  4.0374904                5e-05                    6472960                  -0.74593955              21.646288                
6800                     9.170278490318193        20420400                 6364.5370089644875       150                      9226.149891231575        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20401000                 0.02293963               0.01                     1304192                  3.9638584                5e-05                    6520960                  0.54367924               21.358768                
6850                     9.238004969358444        20570550                 6431.382791891046        150                      9110.33840299589         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20551000                 0.02071506               0.01                     1313792                  4.0000277                5e-05                    6568960                  -0.4956763               19.975973                
6900                     9.305695054597324        20720700                 6257.113077796643        150                      9179.724367396602        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20701000                 0.02068908               0.01                     1323392                  4.1697774                5e-05                    6616960                  -0.2775474               20.236546                
6950                     9.37351187090079         20870850                 6362.387167733156        150                      8946.298204332319        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       20851000                 0.02452799               0.01                     1332992                  4.0375247                5e-05                    6664960                  -0.26330745              21.839481                
7000                     9.441202968557675        21021000                 6260.718012051835        150                      8885.73271216531         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21001000                 0.023989206              0.01                     1342592                  3.9881737                5e-05                    6712960                  -0.12230951              21.799427                
7050                     9.508931305739615        21171150                 6292.403426741444        150                      9070.035076517392        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21151000                 0.030167805              0.01                     1352192                  3.9149368                5e-05                    6760960                  0.06134652               24.199238                
7100                     9.576667571663856        21321300                 6358.7110794951495       150                      8806.335749025397        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21301000                 0.017922658              0.01                     1361792                  4.091044                 5e-05                    6808960                  0.7270631                18.73668                 
7150                     9.644377061724663        21471450                 6308.703945530237        150                      9201.226483559813        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21451000                 0.02017031               0.01                     1371392                  4.0508785                5e-05                    6856960                  0.70939016               19.993624                
7200                     9.712119072145885        21621600                 6369.214101824578        150                      8510.292250902268        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21601000                 0.019108359              0.01                     1380992                  4.1069593                5e-05                    6904960                  0.9385177                19.469242                
7250                     9.779855174885856        21771750                 6349.767834361794        150                      9070.220976049948        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21751000                 0.025419852              0.01                     1390592                  3.9919155                5e-05                    6952960                  -1.0192795               22.113764                
7300                     9.847613922556242        21921900                 6456.485421487268        150                      9134.347955458077        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       21901000                 0.017779173              0.01                     1400192                  4.167217                 5e-05                    7000960                  -0.03479472              18.803967                
7350                     9.91534709599283         22072050                 6422.93082132198         150                      9171.884554540822        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22051000                 0.021769067              0.01                     1409792                  4.0204587                5e-05                    7048960                  0.4219866                20.242958                
7400                     9.983074570695559        22222200                 6406.488331240957        150                      9249.151265965667        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22201000                 0.019510623              0.01                     1419392                  4.065173                 5e-05                    7096960                  0.093182236              19.678038                
7450                     10.05097723868158        22372350                 6468.899345546965        150                      9209.512264079927        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22351000                 0.019866932              0.01                     1428992                  4.0329137                5e-05                    7144960                  0.4460643                19.655708                
7500                     10.118840036988258       22522500                 6428.198087386314        150                      9141.747156019668        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22501000                 0.026200647              0.01                     1438592                  3.9263484                5e-05                    7192960                  0.45825016               22.656055                
7550                     10.18665628678269        22672650                 6455.941995539577        150                      9144.125282034896        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22651000                 0.019117042              0.01                     1448192                  4.0993156                5e-05                    7240960                  0.38378963               19.316105                
7600                     10.254382943974601       22822800                 6327.881630272053        150                      9227.82961148708         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22801000                 0.023763359              0.01                     1457792                  3.9627542                5e-05                    7288960                  -1.0146089               21.2531                  
7650                     10.322094295885828       22972950                 6321.062177633194        150                      9197.810506614751        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       22951000                 0.02779645               0.01                     1467392                  3.9249218                5e-05                    7336960                  0.4504921                22.877338                
7700                     10.389759967923164       23123100                 6286.7209375534685       150                      9350.638062418238        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23101000                 0.02160228               0.01                     1476992                  4.0849977                5e-05                    7384960                  0.70066804               20.466179                
7750                     10.45708700577418        23273250                 6281.847702942903        150                      9414.432154039141        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23251000                 0.02012579               0.01                     1486592                  4.0847926                5e-05                    7432960                  0.4356058                20.200434                
7800                     10.524398016929627       23423400                 6369.659154704977        150                      9423.213758536347        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23401000                 0.022784742              0.01                     1496192                  4.0406313                5e-05                    7480960                  0.042257246              21.222267                
7850                     10.59169786155224        23573550                 6288.281265783081        150                      9486.803550847733        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23551000                 0.02136735               0.01                     1505792                  4.035573                 5e-05                    7528960                  0.07462994               20.684902                
7900                     10.65926571044657        23723700                 6217.411061240443        150                      9450.779627015083        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23701000                 0.031868752              0.01                     1515392                  3.8494987                5e-05                    7576960                  -0.6892705               24.306221                
7950                     10.727024016049173       23873850                 6338.946582361809        150                      9403.796979282833        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       23851000                 0.02290327               0.01                     1524992                  4.0740023                5e-05                    7624960                  -0.3314166               21.039337                
8000                     10.79472062461906        24024000                 6356.724202159468        150                      9193.792053212455        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24001000                 0.019717382              0.01                     1534592                  4.0637984                5e-05                    7672960                  0.5019754                19.659197                
8050                     10.862795601023569       24174150                 6407.5933598411175       150                      9311.203428593586        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24151000                 0.02193361               0.01                     1544192                  4.007594                 5e-05                    7720960                  0.949321                 21.27995                 
8100                     10.930986937880515       24324300                 6383.734032956495        150                      9269.05374853121         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24301000                 0.019865915              0.01                     1553792                  4.0506897                5e-05                    7768960                  0.52504444               19.777012                
8150                     10.999194035198954       24474450                 6339.791653655056        150                      8807.944910897682        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24451000                 0.029614171              0.01                     1563392                  3.9355364                5e-05                    7816960                  0.12016346               23.890146                
8200                     11.067394403484133       24624600                 6425.175032884985        150                      9209.049289464332        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24601000                 0.028842857              0.01                     1572992                  3.9156952                5e-05                    7864960                  -1.1397893               23.914173                
8250                     11.135531452099482       24774750                 6414.852810722086        150                      9284.57665802806         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24751000                 0.026433969              0.01                     1582592                  3.9036376                5e-05                    7912960                  -0.067718074             23.162134                
8300                     11.203664193219609       24924900                 6393.339613554037        150                      9170.994234936796        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       24901000                 0.02647876               0.01                     1592192                  4.026504                 5e-05                    7960960                  0.1657195                22.757757                
8350                     11.271789544357194       25075050                 6297.489366775203        150                      9177.581964415655        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25051000                 0.019439649              0.01                     1601792                  4.1125407                5e-05                    8008960                  0.78419346               19.627384                
8400                     11.339862968259387       25225200                 6490.338722787311        150                      9525.169944006324        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25201000                 0.02303674               0.01                     1611392                  4.09982                  5e-05                    8056960                  -0.43055844              21.359049                
8450                     11.408009369572003       25375350                 6466.092257462713        150                      9337.198773785236        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25351000                 0.019837355              0.01                     1620992                  4.0846386                5e-05                    8104960                  0.15845387               19.875809                
8500                     11.476214267876413       25525500                 6506.623453049313        150                      9253.771118819192        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25501000                 0.021841595              0.01                     1630592                  3.9976113                5e-05                    8152960                  0.6920603                20.835423                
8550                     11.544370697339376       25675650                 6474.099967844242        150                      9425.928026669228        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25651000                 0.018742992              0.01                     1640192                  4.0318084                5e-05                    8200960                  0.026286332              19.379015                
8600                     11.612384922173288       25825800                 6433.026510350926        150                      9340.432415399982        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25801000                 0.023401571              0.01                     1649792                  4.0048714                5e-05                    8248960                  0.49640426               21.853695                
8650                     11.680129968457752       25975950                 6411.125360150175        150                      9176.153634115639        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       25951000                 0.028103964              0.01                     1659392                  3.9364803                5e-05                    8296960                  -0.6635732               24.296179                
8700                     11.747906976143518       26126100                 6485.262114678916        150                      9231.1617391981          32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26101000                 0.02585082               0.01                     1668992                  4.026347                 5e-05                    8344960                  -0.77667665              22.453531                
8750                     11.815858368674913       26276250                 6363.133723783611        150                      9333.848299664234        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26251000                 0.031151257              0.01                     1678592                  4.0346165                5e-05                    8392960                  1.0195841                24.79786                 
8800                     11.88361600988441        26426400                 6515.367702358212        150                      9461.450053433042        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26401000                 0.02271659               0.01                     1688192                  3.9952                   5e-05                    8440960                  0.5486078                21.349686                
8850                     11.951097427010536       26576550                 6453.334421127071        150                      9347.907620418433        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26551000                 0.027023187              0.01                     1697792                  3.9842181                5e-05                    8488960                  -0.9338122               23.38553                 
8900                     12.018401493032773       26726700                 6490.631695707114        150                      9370.869254359706        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26701000                 0.020418916              0.01                     1707392                  4.0192356                5e-05                    8536960                  -0.19219193              20.074198                
8950                     12.085720599426164       26876850                 6497.797927639989        150                      9655.43745051786         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       26851000                 0.030709395              0.01                     1716992                  3.9404182                5e-05                    8584960                  -0.46908027              24.422735                
9000                     12.153724088072776       27027000                 6349.726069505863        150                      9398.01252776154         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27001000                 0.030308222              0.01                     1726592                  3.949043                 5e-05                    8632960                  -0.068580255             24.314583                
9050                     12.221548101968235       27177150                 6445.3116982840465       150                      9359.05980560866         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27151000                 0.02861923               0.01                     1736192                  3.958416                 5e-05                    8680960                  -0.11687799              23.787441                
9100                     12.289401661687426       27327300                 6546.9263640585095       150                      9358.412746172024        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27301000                 0.019582305              0.01                     1745792                  4.0445166                5e-05                    8728960                  -0.14060465              19.4978                  
9150                     12.357220157914691       27477450                 6532.399951013855        150                      9366.537837534224        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27451000                 0.022645054              0.01                     1755392                  3.9296377                5e-05                    8776960                  0.08330375               21.351814                
9200                     12.425074874758721       27627600                 6425.273904929605        150                      9302.652169782255        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27601000                 0.023798695              0.01                     1764992                  3.8886392                5e-05                    8824960                  0.086706914              22.359127                
9250                     12.49290820856889        27777750                 6532.837976362428        150                      9287.811142086406        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27751000                 0.016632637              0.01                     1774592                  4.1102624                5e-05                    8872960                  0.6231825                18.11672                 
9300                     12.560734765860769       27927900                 6496.237522929897        150                      9275.101152608926        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       27901000                 0.022649338              0.01                     1784192                  3.9441178                5e-05                    8920960                  0.3838054                21.270525                
9350                     12.62871314909723        28078050                 6474.684647908679        150                      9321.834172061239        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28051000                 0.019767357              0.01                     1793792                  4.0330667                5e-05                    8968960                  0.20157368               19.79672                 
9400                     12.696842683288786       28228200                 6392.393382551033        150                      9475.943289284603        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28201000                 0.026491335              0.01                     1803392                  3.9219406                5e-05                    9016960                  0.5078894                22.98983                 
9450                     12.764920047190454       28378350                 6448.824762322395        150                      9295.917017794734        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28351000                 0.026162706              0.01                     1812992                  3.9340413                5e-05                    9064960                  0.13901773               22.34232                 
9500                     12.833170940611097       28528500                 6418.288495370042        150                      9063.709840748326        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28501000                 0.022556609              0.01                     1822592                  3.9638948                5e-05                    9112960                  0.9895198                20.98922                 
9550                     12.901482990251647       28678650                 6431.714298510033        150                      9310.3632796707          32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28651000                 0.02596462               0.01                     1832192                  3.8891938                5e-05                    9160960                  -0.14516172              23.158558                
9600                     12.969655202494728       28828800                 6319.160768501159        150                      9326.39104371384         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28801000                 0.024875315              0.01                     1841792                  3.8742447                5e-05                    9208960                  -0.24332757              22.726658                
9650                     13.037942932181888       28978950                 6420.280908106341        150                      9414.563947770765        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       28951000                 0.027136685              0.01                     1851392                  3.8745177                5e-05                    9256960                  -0.6573491               23.555843                
9700                     13.10611709561613        29129100                 6521.10498772848         150                      9446.963458118045        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29101000                 0.022737414              0.01                     1860992                  3.9638188                5e-05                    9304960                  -0.14197272              21.18324                 
9750                     13.174322707520592       29279250                 6407.304020833567        150                      9331.197601261068        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29251000                 0.019698566              0.01                     1870592                  3.931792                 5e-05                    9352960                  0.35640606               19.713978                
9800                     13.242588962713878       29429400                 6475.004812669762        150                      9311.496736036861        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29401000                 0.02340749               0.01                     1880192                  3.9573944                5e-05                    9400960                  -0.7812274               21.497873                
9850                     13.31089490936862        29579550                 6467.239235100351        150                      9465.967928258353        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29551000                 0.024535716              0.01                     1889792                  3.9568155                5e-05                    9448960                  -0.103829935             22.191639                
9900                     13.379197742144267       29729700                 6569.949653710223        150                      9545.972678232707        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29701000                 0.019999046              0.01                     1899392                  3.9603407                5e-05                    9496960                  0.10838131               19.492674                
9950                     13.447481311360995       29879850                 6558.527322123226        150                      9381.47124362301         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       29851000                 0.024280548              0.01                     1908992                  4.0265746                5e-05                    9544960                  -0.16818194              21.737295                
10000                    13.515695290896627       30030000                 6518.662389138421        150                      9111.772527060648        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30001000                 0.019855155              0.01                     1918592                  4.0839233                5e-05                    9592960                  0.9759372                19.873106                
10050                    13.583923718730608       30180150                 6498.841152516262        150                      9376.588607865384        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30151000                 0.028437017              0.01                     1928192                  3.9301572                5e-05                    9640960                  -0.3484151               23.727373                
10100                    13.652072389192051       30330300                 6501.623228323177        150                      9367.582445405249        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30301000                 0.027112424              0.01                     1937792                  3.9974594                5e-05                    9688960                  0.8540617                23.043835                
10150                    13.720175629191928       30480450                 6550.31444767028         150                      9254.08833646799         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30451000                 0.021382181              0.01                     1947392                  3.9963033                5e-05                    9736960                  -0.12492406              20.593342                
10200                    13.78832195089923        30630600                 6666.296299819231        150                      9427.741598926767        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30601000                 0.022330193              0.01                     1956992                  3.9922433                5e-05                    9784960                  -0.6004627               21.167625                
10250                    13.856454848183526       30780750                 6618.606417444186        150                      9629.578728962728        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30751000                 0.021665776              0.01                     1966592                  3.9454546                5e-05                    9832960                  -0.29741588              20.727419                
10300                    13.924701373709572       30930900                 6618.297544238497        150                      9254.457465217398        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       30901000                 0.020391705              0.01                     1976192                  4.1019144                5e-05                    9880960                  -0.024345683             20.176052                
10350                    13.992885955572127       31081050                 6607.544279135321        150                      9468.038129613647        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31051000                 0.027982779              0.01                     1985792                  3.9169152                5e-05                    9928960                  -0.006128667             23.716553                
10400                    14.060998381773631       31231200                 6629.393964301959        150                      9724.991312269978        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31201000                 0.023211254              0.01                     1995392                  4.017346                 5e-05                    9976960                  -0.2583432               21.204039                
10450                    14.129083977474107       31381350                 6572.101300576899        150                      9347.71584941832         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31351000                 0.020842789              0.01                     2004992                  4.0394945                5e-05                    10024960                 0.7636301                20.505085                
10500                    14.197160272664494       31531500                 6648.5960426268875       150                      9535.596871879328        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31501000                 0.024097478              0.01                     2014592                  4.013362                 5e-05                    10072960                 -0.9044826               21.735828                
10550                    14.26527259627978        31681650                 6594.873819042999        150                      9438.39596567794         32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31651000                 0.026596883              0.01                     2024192                  3.9413118                5e-05                    10120960                 -0.4366529               22.599382                
10600                    14.333399757080608       31831800                 6488.705040033942        150                      9631.256919254954        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31801000                 0.027813204              0.01                     2033792                  3.9422324                5e-05                    10168960                 0.2483887                23.405838                
10650                    14.401442438231575       31981950                 6535.292095178529        150                      9432.404013668618        32                       0.039807875              1.9312035                0                        0                        1.0                      0.4                      10.000000000000002       31951000                 0.020147927              0.01                     2043392                  4.011931                 5e-05                    10216960                 -0.21842086              19.732658                
