Iteration                Wall_Time                Samples                  Train_Return             Train_Count              Test_Return              Test_Count               State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Exp_Samples              Critic_Loss              Critic_Stepsize          Critic_Steps             Actor_Loss               Actor_Stepsize           Actor_Steps              Adv_Mean                 Adv_Std                  Adv_Weights_Min          Adv_Weights_Mean         Adv_Weights_Max          
50                       0.08284320082929399      150150                   56.43192196868131        148                      -0.38969630958483475     32                       0.051982395              1.8586994                0                        0                        1.0                      0.4                      10.000000000000002       151000                   0.0015616397             0.01                     14748                    5.251882                 5e-05                    73739                    0.27962416               5.6370997                0.0001945568             1.8900516                1479.3193                
100                      0.16620844589339362      300300                   323.797277128425         150                      2184.3611246719447       32                       0.072677314              2.0058203                0                        0                        1.0                      0.4                      10.000000000000002       301000                   0.004044827              0.01                     29398                    4.576128                 5e-05                    146989                   0.69451547               9.022894                 0.0024835342             1.5903338                352.08093                
150                      0.24874171945783827      450450                   929.1534788112334        150                      2285.258238702632        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       451000                   0.0043922123             0.01                     44048                    4.4291177                5e-05                    220239                   0.3379194                9.396468                 0.0008041289             1.522585                 77.25873                 
200                      0.3309196313884523       600600                   1293.9837073734127       150                      2517.6697562219942       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       601000                   0.0048152856             0.01                     58698                    4.3407764                5e-05                    293489                   0.45365867               9.827264                 0.00021703426            1.4959323                94.11267                 
250                      0.41321250988377467      750750                   1587.3715450663678       150                      2093.327391830078        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       751000                   0.0053993743             0.01                     73348                    4.3457527                5e-05                    366739                   -0.22441657              10.460048                2.806767e-05             1.4947377                95.82589                 
300                      0.49548811508549584      900900                   1844.4482208530314       150                      2740.9683798812434       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       901000                   0.0054029706             0.01                     87998                    4.282186                 5e-05                    439989                   0.057990056              10.433317                1.7035709e-05            1.4984131                150.74077                
350                      0.577775008281072        1051050                  2045.979979562887        150                      3081.0321683121406       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1051000                  0.0053909454             0.01                     102648                   4.27754                  5e-05                    513239                   0.16209468               10.427399                8.2308514e-05            1.4929638                100.920746               
400                      0.6599772175153097       1201200                  2172.4607582364124       150                      3367.654937706553        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1201000                  0.006384546              0.01                     117298                   4.2175717                5e-05                    586489                   -0.07493848              11.486136                1.8132638e-05            1.4914486                719.8058                 
450                      0.7419390699598525       1351350                  2315.8859266116856       150                      3510.273161455006        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1351000                  0.0058766417             0.01                     131948                   4.2367873                5e-05                    659739                   0.4763862                10.87105                 1.323499e-06             1.4804611                108.69032                
500                      0.8239588273896111       1501500                  2428.080369474893        150                      3557.1595962181405       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1501000                  0.00575648               0.01                     146598                   4.3319883                5e-05                    732989                   -0.06891454              10.676946                0.0006998913             1.4950533                83.16011                 
550                      0.9058669035302268       1651650                  2578.8134779746874       150                      3842.6477021980863       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1651000                  0.00657943               0.01                     161248                   4.312632                 5e-05                    806239                   0.027907925              11.460772                0.0007229144             1.4929378                129.70924                
600                      0.988108613093694        1801800                  2676.786192958149        150                      4167.467834591289        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1801000                  0.0070089377             0.01                     175898                   4.290746                 5e-05                    879489                   0.15243305               11.788944                4.977977e-07             1.4804182                46.628613                
650                      1.070195646683375        1951950                  2752.255089788646        150                      4194.068727455037        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       1951000                  0.007975272              0.01                     190548                   4.208903                 5e-05                    952739                   0.07416541               12.511753                3.889425e-07             1.5266929                1561.456                 
700                      1.1526040877898533       2102100                  2864.796051615297        150                      4506.263452819686        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2101000                  0.011439751              0.01                     205198                   4.053663                 5e-05                    1025989                  0.6401166                14.971736                2.820247e-07             2.7134151                54506.93                 
750                      1.2351112783617444       2252250                  3037.881419666274        150                      4544.199012729503        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2251000                  0.008622697              0.01                     219848                   4.2531137                5e-05                    1099239                  0.2360369                13.057721                1.7037845e-06            1.4842734                314.3597                 
800                      1.3175384355253643       2402400                  3176.577654914434        150                      4653.64300516102         32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2401000                  0.009465616              0.01                     234498                   4.1818447                5e-05                    1172489                  0.09118842               13.409289                4.6575323e-07            1.6486671                6757.6206                
850                      1.3995068834225337       2552550                  3381.8698659286515       150                      4496.715740075215        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2551000                  0.01201194               0.01                     249148                   4.0931625                5e-05                    1245739                  0.11550558               15.048066                7.2819836e-07            1.5048914                1174.6069                
900                      1.4815423954195446       2702700                  3529.1898048929284       150                      5183.100017490967        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2701000                  0.01042921               0.01                     263798                   4.2115216                5e-05                    1318989                  -0.12333227              14.433747                0.00011319786            1.4596113                105.85041                
950                      1.5639172801706527       2852850                  3618.979044792912        150                      5707.0360632201355       32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       2851000                  0.010180331              0.01                     278448                   4.1811028                5e-05                    1392239                  0.3363263                14.057612                3.3973706e-07            1.4516991                192.37244                
1000                     1.6463060058487786       3003000                  3838.754537432755        150                      6011.147804701637        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3001000                  0.010727212              0.01                     293098                   4.1338563                5e-05                    1465489                  -0.19712503              14.672836                7.437596e-08             1.4332377                234.0862                 
1050                     1.7287055279811223       3153150                  3940.022804825189        150                      6107.092807976748        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3151000                  0.011528184              0.01                     307748                   4.1899714                5e-05                    1538739                  0.7866528                15.02568                 0.00074185303            1.450624                 35.177055                
1100                     1.811189736922582        3303300                  4058.6195881232734       150                      6274.273294749374        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3301000                  0.011355728              0.01                     322398                   4.1233997                5e-05                    1611989                  0.7325946                14.826214                1.4076673e-08            1.4431487                206.5898                 
1150                     1.8939511865377425       3453450                  4177.1315588325915       150                      6490.084619078919        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3451000                  0.011054708              0.01                     337048                   4.1213493                5e-05                    1685239                  -0.66898215              14.710395                2.3053905e-09            1.4191031                156.45714                
1200                     1.976279569996728        3603600                  4306.208693770068        150                      6495.208460107114        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3601000                  0.012601274              0.01                     351698                   4.0951605                5e-05                    1758489                  0.1701301                15.768198                1.0410741e-07            2.9385066                61448.59                 
1250                     2.0586979940864776       3753750                  4321.50044023951         150                      6841.832929851678        32                       0.07326508               2.0089767                0                        0                        1.0                      0.4                      10.000000000000002       3751000                  0.015586713              0.01                     366348                   3.8797863                5e-05                    1831739                  0.7296587                17.50275                 5.6703897e-08            1.4886436                2558.5625                
