Iteration                Wall_Time                Samples                  Train_Return             Train_Count              Test_Return              Test_Count               State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Exp_Samples              Critic_Loss              Critic_Stepsize          Critic_Steps             Actor_Loss               Actor_Stepsize           Actor_Steps              Adv_Mean                 Adv_Std                  
5450                     9.116497973269887        13763279                 2844.111220114255        180                      4921.965797156431        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13743282                 0.06154743               0.01                     1054839                  2.2050452                5e-05                    5274195                  1.331989                 33.586502                
5500                     9.201329918172624        13891920                 2942.498606631582        169                      4646.722368752111        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13871754                 0.05075967               0.01                     1064535                  2.1736355                5e-05                    5322675                  -0.15409003              31.59567                 
5550                     9.28589990940359         14020205                 2922.943998706423        168                      4726.148989901432        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13999871                 0.044386428              0.01                     1074218                  2.155111                 5e-05                    5371090                  0.21572697               29.424347                
5600                     9.371827574968338        14150349                 3228.190100041058        164                      5121.794394784564        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14129851                 0.053214636              0.01                     1083909                  2.1422813                5e-05                    5419545                  0.08292284               32.263027                
5650                     9.456756092574862        14278147                 3052.8968167003595       170                      4988.920334965844        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14257479                 0.056037854              0.01                     1093582                  2.239455                 5e-05                    5467910                  -0.5694254               33.136894                
5700                     9.541690367526478        14406239                 2935.491651921652        176                      5257.978357540916        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14384462                 0.06316932               0.01                     1103264                  2.1248205                5e-05                    5516320                  -0.5484692               34.558186                
5750                     9.625883704688814        14530767                 2675.0883152573897       187                      5243.408440445339        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14509162                 0.083076455              0.01                     1112954                  2.2079508                5e-05                    5564770                  -1.4179251               39.86328                 
5800                     9.710225677821372        14655978                 2808.1342065311364       183                      5118.447070136331        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14634764                 0.06925776               0.01                     1122646                  2.1550307                5e-05                    5613230                  -0.27534765              36.735363                
5850                     9.794068168666628        14781712                 2856.346920051037        172                      4465.326263640699        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14760326                 0.055616215              0.01                     1132356                  2.257348                 5e-05                    5661780                  0.43066794               32.349644                
5900                     9.879133960339757        14908870                 2899.2924778913352       176                      5268.986181064449        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       14887308                 0.059036553              0.01                     1142052                  2.229983                 5e-05                    5710260                  0.23171361               34.015156                
5950                     9.963405299584071        15033897                 2938.08634000977         173                      5296.936955029006        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15012162                 0.058005422              0.01                     1151742                  2.2272844                5e-05                    5758710                  -0.599668                33.73165                 
6000                     10.048447519805697       15161994                 2917.330460780198        179                      5371.78251932273         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15139535                 0.06623783               0.01                     1161425                  2.2932272                5e-05                    5807125                  -2.3107135               36.776127                
6050                     10.133525645401743       15290332                 2601.9900941772157       193                      4994.468690703365        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15268225                 0.067583516              0.01                     1171111                  2.1324596                5e-05                    5855555                  -1.4225905               36.91183                 
6100                     10.217066302763092       15414806                 2835.153507735549        179                      5052.635438629243        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15391701                 0.0631518                0.01                     1180798                  2.2616866                5e-05                    5903990                  -0.60980475              35.27693                 
6150                     10.302126501202583       15540457                 2726.698966560071        188                      5346.28083592354         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15517862                 0.073521316              0.01                     1190491                  2.1634512                5e-05                    5952455                  -0.77021074              38.808384                
6200                     10.388025736080275       15670399                 3064.7707501889317       177                      5422.995434907734        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15647748                 0.059961725              0.01                     1200178                  2.15582                  5e-05                    6000890                  0.42789808               34.22632                 
6250                     10.472439233793153       15796013                 3143.5369913998934       164                      5314.940644457934        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15773198                 0.053853568              0.01                     1209859                  2.209962                 5e-05                    6049295                  -0.1527518               32.95877                 
6300                     10.556556130713886       15921920                 2938.7110029759233       172                      5099.885309904456        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       15898673                 0.066713944              0.01                     1219547                  2.2256408                5e-05                    6097735                  -1.2841847               36.496113                
6350                     10.642810120251443       16053702                 2904.8899834708536       187                      5273.895936000734        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16030528                 0.058590338              0.01                     1229243                  2.2304742                5e-05                    6146215                  0.36101574               33.564762                
6400                     10.727423968513806       16181650                 2974.5549923314584       172                      4937.378392222401        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16158304                 0.06042911               0.01                     1238935                  2.1888306                5e-05                    6194675                  -0.18639381              33.947945                
6450                     10.812659344739384       16311165                 2838.4499281762764       181                      5108.424346715207        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16287638                 0.071727335              0.01                     1248631                  2.2093272                5e-05                    6243155                  0.40343884               37.09705                 
6500                     10.898271224101384       16439428                 2925.2088922241514       178                      5546.367000615904        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16415723                 0.052899297              0.01                     1258338                  2.1879644                5e-05                    6291690                  0.8992712                31.548933                
6550                     10.982848029666476       16567152                 2907.1886908889783       173                      4906.187365339292        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16542557                 0.06302                  0.01                     1268035                  2.1394396                5e-05                    6340175                  0.25236705               35.346634                
6600                     11.068942888180414       16697366                 3103.163878659656        174                      5365.609789212793        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16673314                 0.05421385               0.01                     1277724                  2.1748438                5e-05                    6388620                  0.64004934               32.264545                
6650                     11.154508008029726       16827869                 3148.2388684339826       170                      5104.746329416044        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16803647                 0.06138841               0.01                     1287407                  2.278642                 5e-05                    6437035                  0.55855674               35.16138                 
6700                     11.24051524480184        16959148                 2783.370321096174        190                      5257.9810518368895       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       16934432                 0.06284233               0.01                     1297102                  2.2524054                5e-05                    6485510                  1.1154552                35.421528                
6750                     11.324521525833342       17084686                 3009.2366730954814       166                      5000.674884009948        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17060108                 0.054233715              0.01                     1306788                  2.259452                 5e-05                    6533940                  0.07864951               32.985535                
6800                     11.410551013681623       17215819                 2966.0459467660867       176                      5151.383933559756        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17191065                 0.055814203              0.01                     1316478                  2.115154                 5e-05                    6582390                  0.91297394               32.89791                 
6850                     11.495318789283434       17344143                 2956.702323994127        177                      5180.024155267264        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17318549                 0.057401333              0.01                     1326161                  2.1995323                5e-05                    6630805                  1.0374533                33.449455                
6900                     11.579939445124731       17470105                 2996.4153031497763       173                      5256.105770355404        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17445001                 0.058887944              0.01                     1335844                  2.1564074                5e-05                    6679220                  0.9360763                34.026173                
6950                     11.66597884496053        17601307                 3077.412262929293        174                      5405.6655868814          32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17575090                 0.058901433              0.01                     1345539                  2.1393044                5e-05                    6727695                  -0.30583823              33.698624                
7000                     11.749198916421996       17723666                 3062.3437230064187       169                      4925.985567523819        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17698219                 0.08509183               0.01                     1355216                  2.2147658                5e-05                    6776080                  -0.5712284               34.961895                
7050                     11.835468429525694       17855238                 3108.1055035182517       173                      5359.065113681136        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17829508                 0.062230084              0.01                     1364904                  2.2590852                5e-05                    6824520                  -0.38278788              34.61471                 
7100                     11.920420593751802       17983546                 3089.72162446956         169                      5022.761327703577        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       17957757                 0.06463172               0.01                     1374579                  2.169512                 5e-05                    6872895                  -0.6542582               36.134624                
7150                     12.005625343852573       18111823                 3144.6896785791105       167                      5217.092103999688        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18085867                 0.05017837               0.01                     1384282                  2.3771398                5e-05                    6921410                  -0.68181163              31.97232                 
7200                     12.091062936385473       18240986                 3123.833550079607        173                      5336.223522319391        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18214857                 0.062206596              0.01                     1393969                  2.2854123                5e-05                    6969845                  -0.30340633              35.399475                
7250                     12.175996092955272       18370167                 2971.2271214437424       173                      5061.630783386257        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18343146                 0.06561474               0.01                     1403650                  2.376805                 5e-05                    7018250                  1.2183868                36.706257                
7300                     12.261883243587281       18500183                 2993.850181839644        176                      5092.978716560328        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18473207                 0.055954266              0.01                     1413333                  2.14904                  5e-05                    7066665                  0.5016701                32.45747                 
7350                     12.347166539364391       18627163                 3111.008667574726        166                      5478.635131158827        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18600503                 0.06508526               0.01                     1423019                  2.1293676                5e-05                    7115095                  -0.5548686               35.535282                
7400                     12.43274862892098        18756445                 2980.8514774020764       178                      5365.703089406294        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18729486                 0.055469647              0.01                     1432699                  2.264423                 5e-05                    7163495                  -0.10985173              33.93689                 
7450                     12.518351354267862       18886628                 3073.100376400221        178                      5144.541902375482        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18859628                 0.057743534              0.01                     1442385                  2.1613672                5e-05                    7211925                  -0.84902257              33.266506                
7500                     12.60354519214895        19013733                 2654.534803793956        188                      5499.339405040807        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       18986545                 0.06843361               0.01                     1452076                  2.1885622                5e-05                    7260380                  0.14100952               35.258804                
7550                     12.688947589596113       19143390                 2775.413886889417        190                      5039.743192628468        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19116012                 0.06983812               0.01                     1461768                  2.29467                  5e-05                    7308840                  -0.8599224               37.57806                 
7600                     12.773425990740458       19268543                 2624.3203505302367       195                      5282.677173432179        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19240970                 0.089189634              0.01                     1471450                  2.2312636                5e-05                    7357250                  0.30586177               41.207626                
7650                     12.857716529568036       19395204                 2915.3791410448334       177                      5243.296890596357        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19366600                 0.073752195              0.01                     1481145                  2.1497307                5e-05                    7405725                  -1.5736104               37.75334                 
7700                     12.942728080550829       19522101                 2971.3518297020387       179                      5350.419913407137        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19494172                 0.05872643               0.01                     1490841                  2.3495023                5e-05                    7454205                  0.27359954               34.259193                
7750                     13.027649762762918       19648714                 3082.0270229188563       171                      5419.318746899984        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19620601                 0.06134524               0.01                     1500541                  2.1453648                5e-05                    7502705                  -0.3446302               34.48381                 
7800                     13.110380290879144       19771638                 2995.049525049049        171                      4775.135827640497        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19743367                 0.070165634              0.01                     1510230                  2.2046342                5e-05                    7551150                  -1.4301448               36.5418                  
7850                     13.195947831604215       19900687                 3165.9437057765904       176                      5496.106785817494        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19872220                 0.06689917               0.01                     1519921                  2.1105852                5e-05                    7599605                  1.1447872                35.819225                
7900                     13.281029909849167       20028135                 3336.978793276691        163                      5444.507928777455        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       19999525                 0.054276794              0.01                     1529622                  2.3261137                5e-05                    7648110                  -0.21582723              33.459095                
7950                     13.36714557548364        20159213                 3166.941123600146        176                      5442.296152547561        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20130427                 0.05601544               0.01                     1539314                  2.133881                 5e-05                    7696570                  0.9565147                33.023453                
8000                     13.452360367576281       20288828                 3167.0368786247977       176                      5327.42789520268         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20259072                 0.048967652              0.01                     1549001                  2.2425401                5e-05                    7745005                  0.20244445               31.539211                
8050                     13.536631518006324       20414543                 3131.9325815533566       171                      5059.132631060291        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20385410                 0.06126179               0.01                     1558693                  2.180706                 5e-05                    7793465                  0.83089495               34.450817                
8100                     13.621112575266096       20540836                 3092.1293339022163       172                      5527.92617613234         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20510812                 0.060818035              0.01                     1568375                  2.252078                 5e-05                    7841875                  -0.70301723              35.595512                
8150                     13.706539635327127       20669564                 3254.652754301471        170                      5288.573342092026        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20640089                 0.05350983               0.01                     1578056                  2.1910262                5e-05                    7890280                  0.45631465               32.210285                
8200                     13.790903276867336       20797477                 3147.3082060073743       172                      4724.051066253423        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20767830                 0.050568614              0.01                     1587751                  2.2116873                5e-05                    7938755                  0.5236229                31.733833                
8250                     13.876079613897536       20927842                 3280.9040446266577       168                      5100.54235909262         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       20897268                 0.06268172               0.01                     1597442                  2.2776127                5e-05                    7987210                  -0.20878232              35.441505                
8300                     13.960761318405469       21054823                 3054.5293822251197       173                      5093.0498226968175       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21024671                 0.050198384              0.01                     1607125                  2.2883203                5e-05                    8035625                  0.7404759                31.670122                
8350                     14.046067893505096       21184872                 3235.2850465845577       172                      4722.675451352813        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21154712                 0.060865596              0.01                     1616808                  2.2728226                5e-05                    8084040                  -0.18327153              34.83987                 
8400                     14.131452845666143       21312337                 2989.7377503213834       183                      5593.0852262034          32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21281994                 0.06434602               0.01                     1626503                  2.1481607                5e-05                    8132515                  -0.4512399               35.26048                 
8450                     14.216131827235222       21438370                 3010.251047299778        176                      5426.734551595424        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21407851                 0.0590441                0.01                     1636196                  2.0720763                5e-05                    8180980                  -0.34448352              33.39016                 
8500                     14.301310875415801       21567581                 3199.5959034131365       177                      5384.473804106581        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21536885                 0.065956496              0.01                     1645866                  2.2720356                5e-05                    8229330                  0.6744054                36.331932                
8550                     14.385595153239038       21693673                 3074.6761365504663       173                      5300.9489453958495       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       21662419                 0.0754456                0.01                     1655562                  2.1030447                5e-05                    8277810                  -0.79783815              37.124416                
