Iteration                Wall_Time                Samples                  Train_Return             Train_Count              Test_Return              Test_Count               State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Exp_Temp                 Exp_Samples              Critic_Loss              Critic_Stepsize          Critic_Steps             Actor_Loss               Actor_Stepsize           Actor_Steps              Adv_Mean                 Adv_Std                  
800                      1.3117384571499295       2006780                  641.4242923237333        238                      1131.9610317199435       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2003956                  0.011472402              0.01                     153558                   2.3970492                5e-05                    767790                   -0.1362988               15.319077                
850                      1.3925049173169666       2128388                  643.9417498966988        230                      1207.032876199751        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2125587                  0.011192167              0.01                     163257                   2.4120567                5e-05                    816285                   0.29492208               14.7078                  
900                      1.4731206251515283       2251278                  624.998652246605         262                      939.3441811927818        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2248342                  0.013687702              0.01                     172957                   2.4217691                5e-05                    864785                   0.45825428               16.491657                
950                      1.5546983502970801       2374131                  685.0789982751288        232                      1400.0951027489912       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2370679                  0.012688671              0.01                     182645                   2.4404142                5e-05                    913225                   -0.10227835              15.826151                
1000                     1.6357710821761025       2497318                  699.0261031537121        229                      1082.687651243277        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2493921                  0.0126946075             0.01                     192337                   2.4740555                5e-05                    961685                   -0.2595625               15.763513                
1050                     1.7157455695999992       2620192                  707.9111982752096        234                      874.1510592058663        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2616561                  0.012386916              0.01                     202031                   2.4243824                5e-05                    1010155                  0.5410487                15.785706                
1100                     1.7982348813613256       2744788                  740.4867094684931        232                      1422.7439088459946       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2740925                  0.012925428              0.01                     211729                   2.3880758                5e-05                    1058645                  0.06310306               15.929105                
1150                     1.8797604333029854       2868516                  674.0183363080251        245                      1230.5787638296508       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2864408                  0.016166667              0.01                     221425                   2.5660076                5e-05                    1107125                  0.272522                 17.589224                
1200                     1.959451245599323        2986985                  734.2355940221253        238                      1259.066558532292        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       2981793                  0.017328616              0.01                     231131                   2.4529245                5e-05                    1155655                  0.10522266               18.70875                 
1250                     2.0401726122697195       3107082                  719.5373448452342        234                      1380.6033440159717       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3102156                  0.016876897              0.01                     240817                   2.3980494                5e-05                    1204085                  -0.3528247               18.473015                
1300                     2.120761388341586        3230058                  873.0598274518213        211                      1266.0984013598845       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3224728                  0.013319232              0.01                     250517                   2.3866315                5e-05                    1252585                  0.55942816               15.963175                
1350                     2.2008481980694663       3349873                  826.0243754735653        223                      1359.7827870380108       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3344304                  0.01672578               0.01                     260208                   2.5315006                5e-05                    1301040                  -0.15808396              18.229145                
1400                     2.28157544347975         3472244                  910.8277481326318        214                      1473.905698584011        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3466462                  0.016375927              0.01                     269878                   2.4190087                5e-05                    1349390                  0.079593234              17.671167                
1450                     2.3636663209729725       3594706                  927.6286013225964        226                      1643.1435234725345       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3588965                  0.019585498              0.01                     279570                   2.5273902                5e-05                    1397850                  -0.46163023              20.168219                
1500                     2.44500186642011         3716622                  988.6401800604209        212                      1859.9456575272302       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3710956                  0.021587443              0.01                     289270                   2.4200609                5e-05                    1446350                  -1.3774492               20.993977                
1550                     2.5276281491915387       3840108                  1108.2581019242432       200                      1877.9918812070662       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3834102                  0.020208567              0.01                     298963                   2.3798654                5e-05                    1494815                  -0.2057453               19.8504                  
1600                     2.6088035151693556       3964192                  1110.7797909572403       206                      1778.9889182083675       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       3958120                  0.021241521              0.01                     308661                   2.4686604                5e-05                    1543305                  0.13448916               20.535116                
1650                     2.6910126227140427       4087300                  1120.0180000357661       209                      2130.8696168555675       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4081018                  0.02309793               0.01                     318357                   2.3849945                5e-05                    1591785                  0.5531434                21.334131                
1700                     2.77297202150027         4211955                  1161.2463718226613       202                      2128.685210620161        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4204618                  0.020016585              0.01                     328045                   2.3918836                5e-05                    1640225                  0.1994879                19.983257                
1750                     2.855997712545925        4338710                  1260.1993079331062       214                      2288.490271280951        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4331194                  0.024384521              0.01                     337736                   2.39336                  5e-05                    1688680                  0.02138723               22.365778                
1800                     2.9389529193109936       4464425                  1380.1379330815785       198                      2297.8045513655866       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4457239                  0.022934461              0.01                     347428                   2.3392494                5e-05                    1737140                  0.44150633               21.884932                
1850                     3.022994758486748        4590562                  1357.2246880458395       208                      2900.2923830469613       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4583385                  0.029377153              0.01                     357121                   2.4066238                5e-05                    1785605                  -0.49290875              24.166872                
1900                     3.1062377653519313       4718622                  1416.909433782154        207                      1990.9943494662218       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4711312                  0.025292603              0.01                     366813                   2.3146122                5e-05                    1834065                  -0.065742165             22.735352                
1950                     3.189400333762169        4843111                  1455.626231070387        191                      2908.835398188352        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4835610                  0.027593913              0.01                     376514                   2.3985326                5e-05                    1882570                  -0.031495616             23.334656                
2000                     3.272471513946851        4967446                  1646.8089991169975       181                      2898.3067061187803       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       4959764                  0.030292451              0.01                     386209                   2.2786636                5e-05                    1931045                  -0.4491286               24.0754                  
2050                     3.3551156195667056       5091888                  1588.4665920813757       193                      2794.2820980126303       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5084013                  0.031233577              0.01                     395896                   2.3750734                5e-05                    1979480                  -0.5049803               24.380697                
2100                     3.4376348536544374       5216209                  1663.5797205521274       187                      2880.328476854067        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5207963                  0.031836096              0.01                     405572                   2.4643538                5e-05                    2027860                  0.70208025               24.865843                
2150                     3.5219216236140993       5341326                  1537.7613172066256       192                      3423.808457333916        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5333072                  0.029648896              0.01                     415262                   2.3673418                5e-05                    2076310                  0.34489897               24.126677                
2200                     3.6042105852233037       5465511                  1620.124695525775        195                      2881.123837324667        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5457062                  0.03309721               0.01                     424945                   2.3419063                5e-05                    2124725                  -0.7419709               25.48262                 
2250                     3.686005034512944        5586377                  1755.1255206080552       188                      3014.2741261524457       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5577740                  0.03278486               0.01                     434628                   2.3241048                5e-05                    2173140                  0.06628578               25.184816                
2300                     3.770345718794399        5716263                  2055.889197806828        178                      3324.3588065090084       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5707448                  0.02964297               0.01                     444310                   2.270353                 5e-05                    2221550                  -0.44043544              24.172087                
2350                     3.852414058181975        5840043                  1836.8859371456754       191                      2842.676632306056        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5831037                  0.039089303              0.01                     453994                   2.3025527                5e-05                    2269970                  -0.8754415               27.83238                 
2400                     3.9356000355879464       5964689                  1939.614009751909        188                      3670.6819099298114       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       5954613                  0.03439759               0.01                     463690                   2.2119215                5e-05                    2318450                  0.9581698                25.461506                
2450                     4.01920555141237         6088987                  1883.3657797200779       197                      3598.589175641738        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6079596                  0.037391294              0.01                     473374                   2.2153997                5e-05                    2366870                  1.085236                 26.285343                
2500                     4.104212825960583        6217428                  2086.892304407884        183                      3699.514948464314        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6207854                  0.03357294               0.01                     483065                   2.2608824                5e-05                    2415325                  0.6114619                25.02388                 
2550                     4.189735332330068        6346905                  2309.961181950548        177                      4127.385801183985        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6336954                  0.032882255              0.01                     492746                   2.194711                 5e-05                    2463730                  0.13210057               25.297441                
2600                     4.276052914063135        6478267                  2287.3248071244893       180                      3954.420430894154        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6468336                  0.035693053              0.01                     502447                   2.170794                 5e-05                    2512235                  0.38032216               25.725096                
2650                     4.361194965177112        6607586                  2335.7358512399423       175                      4088.1646048812095       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6597340                  0.03836872               0.01                     512134                   2.1898313                5e-05                    2560670                  0.65964454               26.923231                
2700                     4.44658756521013         6735517                  2379.330953701843        171                      4328.152318225307        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6724823                  0.03934784               0.01                     521836                   2.4378262                5e-05                    2609180                  -0.13072276              29.138304                
2750                     4.530743620859252        6860551                  2260.0430366788696       170                      4091.80592133712         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6849161                  0.03954018               0.01                     531530                   2.2793353                5e-05                    2657650                  0.29262745               28.150265                
2800                     4.6165658707088895       6991152                  2305.4876946926547       176                      4067.710361972123        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       6980529                  0.037629824              0.01                     541228                   2.0778842                5e-05                    2706140                  -0.51122385              26.716185                
2850                     4.701346907615662        7119484                  2170.685422009479        182                      3965.6634887292744       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7108679                  0.04278915               0.01                     550920                   2.2164023                5e-05                    2754600                  -0.42270762              28.850977                
2900                     4.785687995685471        7245574                  2285.03868695121         179                      4069.6610599668847       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7234590                  0.03826155               0.01                     560616                   2.323162                 5e-05                    2803080                  0.091645405              28.333664                
2950                     4.871333773665958        7375851                  2366.1090453743955       183                      4180.29817525489         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7364684                  0.043882594              0.01                     570299                   2.299852                 5e-05                    2851495                  0.027768057              29.58812                 
3000                     4.956280092133416        7501866                  2566.4238261751          165                      4601.135498484903        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7490534                  0.030297011              0.01                     579997                   2.1543674                5e-05                    2899985                  1.093119                 23.760004                
3050                     5.041432580749194        7630543                  2413.7903300544535       180                      4367.479795026791        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7619031                  0.046992376              0.01                     589685                   2.1951087                5e-05                    2948425                  -0.7149553               30.86437                 
3100                     5.12649185789956         7759560                  2520.199009606919        175                      4272.9836906677          32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7747625                  0.03605359               0.01                     599376                   2.218042                 5e-05                    2996880                  -0.07735182              27.324842                
3150                     5.210103782481617        7884978                  2304.7227367767046       182                      4038.9950757267065       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       7873109                  0.044594236              0.01                     609078                   2.3124187                5e-05                    3045390                  1.3285458                29.97294                 
3200                     5.295045848488808        8014530                  2509.348240388935        177                      4256.071713927525        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8002092                  0.048516665              0.01                     618756                   2.3035305                5e-05                    3093780                  -0.91222066              31.642832                
3250                     5.38114531258742         8145129                  2607.1072085756314       171                      4658.333832042438        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8132912                  0.041166898              0.01                     628441                   2.1121626                5e-05                    3142205                  0.53184885               27.713177                
3300                     5.465445705850919        8273109                  2616.691367604325        169                      4259.0944020535435       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8260469                  0.04485233               0.01                     638120                   2.1289163                5e-05                    3190600                  -0.8070961               29.916933                
3350                     5.550013715624809        8399620                  2459.470113601641        181                      4523.953264757213        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8387053                  0.04362766               0.01                     647804                   2.1627479                5e-05                    3239020                  -0.73981166              29.044165                
3400                     5.634766137864855        8526525                  2376.1454704379103       190                      4615.4383985552795       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8513768                  0.053028718              0.01                     657500                   2.0879433                5e-05                    3287500                  0.48485917               30.918139                
3450                     5.720098068449232        8653986                  2439.203287272954        179                      4733.152851857427        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8641050                  0.046661247              0.01                     667208                   2.136367                 5e-05                    3336040                  1.0985218                30.102201                
3500                     5.804179490672217        8780514                  2540.4280064163745       175                      4329.930560370798        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8767403                  0.050078865              0.01                     676894                   2.244529                 5e-05                    3384470                  -1.9129565               31.66569                 
3550                     5.889679724905226        8911037                  2464.9945388146516       185                      4553.956039880259        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       8897741                  0.04855215               0.01                     686582                   2.2883294                5e-05                    3432910                  0.43070978               30.127323                
3600                     5.974350858198272        9039397                  2515.6478491891494       183                      4341.4748194612375       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9025918                  0.052680805              0.01                     696267                   2.245579                 5e-05                    3481335                  0.12068225               32.056076                
3650                     6.058405223753717        9165368                  2396.6942124053116       187                      4457.140562936215        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9151702                  0.05345939               0.01                     705961                   2.2986386                5e-05                    3529805                  0.19077113               32.71755                 
3700                     6.14283074511422         9292703                  2546.5878313398634       179                      4420.348356832095        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9278580                  0.05584538               0.01                     715646                   2.2760782                5e-05                    3578230                  -1.2349341               34.197086                
3750                     6.227671385473675        9420698                  2595.935904023784        178                      4360.656718621028        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9406675                  0.042091038              0.01                     725331                   2.1355896                5e-05                    3626655                  1.8232405                27.826593                
3800                     6.313232422603501        9551681                  2631.9246664036923       180                      4500.290413585735        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9537478                  0.04597853               0.01                     735030                   2.1380098                5e-05                    3675150                  0.13948199               30.098429                
3850                     6.397521647744709        9676387                  2686.187552319016        173                      4849.949852616364        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9662011                  0.045068555              0.01                     744715                   2.285103                 5e-05                    3723575                  -0.1354842               30.351505                
3900                     6.48217552377118         9803455                  2557.6916896194493       180                      4772.019502793095        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9788234                  0.055417504              0.01                     754412                   2.4595847                5e-05                    3772060                  -0.654249                34.269077                
3950                     6.567000106904242        9931547                  2514.529693557372        187                      4647.114845535312        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       9916093                  0.06217104               0.01                     764095                   2.2337227                5e-05                    3820475                  -0.44915524              34.337997                
4000                     6.651252588232358        10059411                 2415.7977648148158       191                      4313.012175402313        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10044207                 0.05679514               0.01                     773793                   2.3313115                5e-05                    3868965                  0.7033661                34.252575                
4050                     6.736439008977678        10188011                 2627.6231767477175       181                      5028.916973631511        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10172063                 0.0572985                0.01                     783478                   2.1779442                5e-05                    3917390                  -1.0078632               33.32579                 
4100                     6.82156419508987         10314843                 2704.014628260731        173                      4563.779179803259        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10299555                 0.040193796              0.01                     793171                   2.1212575                5e-05                    3965855                  1.3261416                28.733177                
4150                     6.906187882622083        10441170                 2639.1567687220477       169                      4851.7658626601005       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10425713                 0.0505296                0.01                     802866                   2.3591125                5e-05                    4014330                  0.19278277               31.25938                 
4200                     6.991312945750025        10569514                 2826.088797321571        169                      4856.507685866396        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10553888                 0.049650844              0.01                     812558                   2.1525166                5e-05                    4062790                  0.08253606               30.494698                
4250                     7.0756850710180075       10696255                 2799.9865182377903       171                      4557.160332232852        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10680398                 0.05414297               0.01                     822239                   2.2204587                5e-05                    4111195                  0.6356823                31.819887                
4300                     7.159839617146386        10823894                 2767.4661591827357       173                      4427.463887875302        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10807924                 0.048656296              0.01                     831937                   2.1669831                5e-05                    4159685                  -0.86738217              30.704529                
4350                     7.245348513987329        10952949                 2847.097541493471        169                      5042.364897326896        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       10936810                 0.045985535              0.01                     841623                   2.1472354                5e-05                    4208115                  -0.5902313               29.584242                
4400                     7.327917006942961        11073327                 2493.5523595988307       181                      4821.427225390213        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11056463                 0.070444                 0.01                     851308                   2.2249737                5e-05                    4256540                  -1.93469                 36.727993                
4450                     7.413728185825878        11203503                 2652.322954167735        180                      4921.656284587928        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11186704                 0.052767053              0.01                     860996                   2.327163                 5e-05                    4304980                  -0.87230825              32.12483                 
4500                     7.4972497673829395       11325893                 2604.98984891865         177                      4914.777698257183        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11309216                 0.05542141               0.01                     870674                   2.0610046                5e-05                    4353370                  -1.476406                32.93308                 
4550                     7.582172664205233        11453510                 2715.3481935232144       181                      5015.818418633419        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11435947                 0.050591636              0.01                     880363                   2.087105                 5e-05                    4401815                  -0.26209491              31.745533                
4600                     7.667478198276625        11581923                 2638.2261812799416       185                      4725.284053407465        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11564799                 0.055847954              0.01                     890045                   2.154704                 5e-05                    4450225                  -0.182937                33.191166                
4650                     7.752955967850156        11711303                 2843.215843205374        177                      4885.4902775859          32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11694083                 0.051667392              0.01                     899741                   2.146687                 5e-05                    4498705                  0.8414104                31.171942                
4700                     7.837701388597488        11838446                 2711.9754370031847       177                      5088.056801882936        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11820173                 0.049556397              0.01                     909443                   2.1492188                5e-05                    4547215                  0.82818794               31.50446                 
4750                     7.924016716215346        11969188                 2999.614867179062        168                      5133.414782379462        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       11951241                 0.041192774              0.01                     919139                   2.1517837                5e-05                    4595695                  -1.0760126               28.884228                
4800                     8.009970216353734        12099858                 3003.0980929539796       167                      4880.678637749622        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12081312                 0.03371556               0.01                     928838                   2.312357                 5e-05                    4644190                  0.6800574                26.082106                
4850                     8.09549800740348         12228967                 2921.6048756106843       176                      4980.4942321521885       32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12211059                 0.048913855              0.01                     938524                   2.104924                 5e-05                    4692620                  1.3109676                30.653164                
4900                     8.1805497346984          12356117                 2960.0457292208475       169                      5083.711252344937        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12338040                 0.059088267              0.01                     948209                   2.1257446                5e-05                    4741045                  -0.84071827              33.102108                
4950                     8.265416876541243        12481902                 2922.487567746153        170                      5313.677115136744        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12463655                 0.052299533              0.01                     957901                   2.2579904                5e-05                    4789505                  -0.11075026              31.387423                
5000                     8.35036967045731         12610172                 2818.261959654625        177                      5012.293156484717        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12590964                 0.044170324              0.01                     967589                   2.1959758                5e-05                    4837945                  1.2709309                29.242908                
5050                     8.435177097519238        12737589                 2670.4136466910395       186                      4787.577455741099        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12718979                 0.05191518               0.01                     977290                   2.188828                 5e-05                    4886450                  0.8690167                31.56988                 
5100                     8.520201065341631        12864173                 2751.7559884295742       177                      5227.739352284104        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12845386                 0.054044638              0.01                     986981                   2.2135727                5e-05                    4934905                  -0.3809815               33.274265                
5150                     8.605328461527824        12990959                 2727.818629152919        180                      5290.428504395551        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       12971992                 0.059777755              0.01                     996677                   2.2241497                5e-05                    4983385                  0.4684535                34.32663                 
5200                     8.690071014894379        13120068                 3121.0658704122598       163                      4292.02834176411         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13100938                 0.042997297              0.01                     1006380                  2.200147                 5e-05                    5031900                  -0.2472322               29.280525                
5250                     8.775858689480359        13249030                 3009.775290666414        171                      5187.516759058814        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13229671                 0.054024234              0.01                     1016074                  2.1189697                5e-05                    5080370                  -0.6858528               32.08584                 
5300                     8.86046338001887         13375836                 2799.6019884559473       171                      4775.088141020056        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13356364                 0.06752295               0.01                     1025765                  2.1601658                5e-05                    5128825                  -1.2305441               35.595215                
5350                     8.94592531323433         13505824                 2966.9162105831188       170                      5058.32978213394         32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13485501                 0.050812323              0.01                     1035459                  2.305286                 5e-05                    5177295                  0.36617255               31.527384                
5400                     9.031184659202893        13633549                 2910.095388694512        175                      5141.313505027801        32                       0.0140248                0.24915491               0                        0                        1.0                      0.2                      10.000000000000002       13613732                 0.05784074               0.01                     1045140                  2.133733                 5e-05                    5225700                  -0.026548678             34.226967                
