Iteration                Wall_Time                Samples                  Train_Return             Train_Paths              Test_Return              Test_Paths               Critic_Loss              Critic_Steps             Actor_Loss               Actor_Steps              Adv_Mean                 Adv_Std                  Adv_Weights_Min          Adv_Weights_Mean         Adv_Weights_Max          
0                        0.0006530356407165528    2119                     8.104662589095998        67                       30.343715721216306       32                       0.010784667522753056     201                      4.851028411926148        1002                     -15.266047               11.992691                0.032752536              1.6380663                50.301903                
50                       0.0945294130510754       110003                   170.2728925311594        764                      264.5343472889282        32                       0.005246606075538779     10687                    4.685838922464622        53326                    0.1724581                10.150944                6.4743654e-05            1.750581                 625.74854                
100                      0.20305678327878315      218210                   279.9788481418619        593                      261.2118046756063        32                       0.002024715307147004     21219                    4.5909234193313955       105895                   0.026504429              6.33313                  1.0726002e-07            2.0158443                3152.407                 
150                      0.31098516285419464      325459                   281.3555558163513        651                      261.41616492164104       32                       0.0006811922372773636    31654                    4.767358739098837        157970                   -0.0015128845            3.695274                 4.40534e-06              2.7891798                10045.921                
200                      0.4178304198715422       432527                   323.21494344911923       653                      403.23786682370826       32                       0.0025479255091164998    42071                    4.596513454019156        209954                   0.2687237                7.192172                 2.011185e-07             1.6724253                270.80484                
250                      0.5256668447785907       539955                   386.42056208728565       630                      487.8547153526756        32                       0.0036354455554369583    52523                    4.219053872117718        262125                   0.20131145               8.4681225                6.065753e-10             1.5723954                2245.142                 
300                      0.6335008699364132       647686                   476.05333917203393       576                      891.461033881426         32                       0.006931603818699933     63014                    4.714066659607938        314471                   0.8096476                11.726846                7.2812685e-07            1.7238519                472.53622                
350                      0.743856727414661        757332                   729.1236614479044        443                      1004.6592100265065       32                       0.011895861922268661     73705                    4.3058127918462645       367813                   0.66964793               15.30307                 4.283616e-08             1.7503568                1745.6394                
400                      0.856718034611808        868658                   907.621940922677         384                      1218.5609650817132       32                       0.010377293541317894     84562                    4.547764352763849        422008                   0.12315925               14.155433                9.880379e-10             1.8532758                2799.9944                
450                      0.9688545747598012       979922                   1080.8273955432944       341                      1338.305676389161        32                       0.009601938776123576     95420                    4.343784302498916        476194                   0.42531258               13.87868                 2.691985e-10             2.086122                 4891.8184                
500                      1.0818862015008925       1091371                  1314.1496092398315       295                      1472.5523487096864       32                       0.007931106230791877     106301                   4.567612357761549        530494                   0.87813675               12.418143                5.769006e-07             1.7090533                762.16187                
550                      1.197714684340689        1206064                  1678.1697937181766       255                      4030.6954721636407       32                       0.009212305468897666     117498                   4.64144435755881         586393                   0.079506725              13.30541                 0.00022992332            1.943825                 4906.9946                
600                      1.3246538864241706       1326118                  2435.716453252358        194                      4035.457614293995        32                       0.012061289128135233     129226                   4.429414636948529        644943                   0.5816682                14.959738                3.0215566e-11            2.0212824                8587.693                 
650                      1.4562509400314756       1451197                  2820.3099786901544       180                      4233.275235574049        32                       0.011638965512731393     141449                   4.509976747593781        705955                   0.2531217                15.226689                2.422861e-05             2.1813383                6965.9033                
700                      1.5868082277642357       1575156                  2901.766442785547        175                      4294.999893936572        32                       0.01153274639597479      153562                   4.366330469488422        766418                   0.61349493               14.620351                1.8208267e-08            2.5773838                34560.91                 
750                      1.7164221218559477       1697804                  2874.4109335463577       178                      4364.243491831519        32                       0.014286498061749114     165544                   4.299186307704469        826241                   -0.022248589             16.423525                6.2699297e-07            1.7507999                1900.3253                
800                      1.8499629737271204       1822907                  3206.6430679630225       164                      4336.680187001476        32                       0.009883470672497646     177767                   4.329602841164569        887268                   0.88515216               13.740818                6.29008e-06              3.2050128                16314.196                
850                      1.9842293481032054       1950512                  3291.541775838136        166                      4457.371793496498        32                       0.00921601482800075      190234                   4.3790900982015035       949516                   0.2791286                13.199059                6.3413336e-07            6.1079173                125201.83                
900                      2.1176586551798713       2076729                  3229.44174344638         169                      4549.69361065991         32                       0.013886326683892143     202563                   4.488139070152493        1011085                  -0.2413683               16.173637                5.322992e-05             2.5612667                8440.753                 
950                      2.252515960931778        2205005                  3341.3702357533816       168                      4440.823775746166        32                       0.010225486755371094     215099                   4.385522320895077        1073660                  0.10608272               13.919862                5.4436314e-06            2.7561736                2722.0242                
1000                     2.3857363177008097       2332029                  3464.9619128824884       162                      4750.21954091402         32                       0.011913508176803589     227511                   4.389417940027574        1135630                  -0.6900999               14.711333                6.6979555e-07            84.186966                1719760.5                
1050                     2.5249056046538882       2465218                  3612.9519922389495       165                      4570.9428776319555       32                       0.011446840527114607     240519                   4.151850469283277        1200602                  0.24356139               14.811439                8.366147e-07             5.62603                  164599.97                
1100                     2.661944577693939        2595749                  3601.997306727161        163                      4553.224533603699        32                       0.00805850699543953      253275                   4.282259347722695        1264283                  0.40304837               12.558781                3.6999714e-07            5.838377                 92362.336                
1150                     2.79852056297991         2726609                  3539.0812287974622       167                      4542.379273868857        32                       0.01351421419531107      266061                   4.295503380526212        1328123                  -0.068365134             16.385912                2.4081191e-06            7.8174257                128551.86                
1200                     2.9360884031322265       2858387                  3694.4921826787017       163                      4849.599864300866        32                       0.012547946651937508     278934                   3.8894381009615384       1392408                  0.6191014                15.495118                5.78317e-14              1.6758786                2892.2693                
1250                     3.0684367315636742       2984394                  3671.516396245331        159                      4695.0420062635685       32                       0.015173684148227467     291244                   4.100055947395067        1453882                  -0.87553144              17.757952                1.2181133e-05            3.5063746                17242.896                
1300                     3.206600050197707        3117344                  3924.2385596454856       159                      4798.464860080185        32                       0.010267883431610218     304234                   4.177055794694505        1518743                  -0.16740799              14.234628                7.0316315e-07            3.8066387                33920.38                 
1350                     3.3432006510098775       3247921                  3774.661111260269        162                      4829.830862285029        32                       0.020377339543523016     316992                   4.10668094318842         1582447                  -0.28663826              19.837229                5.6435252e-11            2.6485682                13350.149                
1400                     3.4853550205628077       3385334                  4257.314403496211        155                      4945.207460124231        32                       0.014230848290026188     330411                   4.149600657057557        1649484                  -0.1257615               15.976526                1.6684213e-06            3.726028                 31818.361                
1450                     3.625732392999861        3521090                  4249.998147977679        155                      5184.797076557395        32                       0.009883445277555811     343673                   4.164793088737201        1715714                  0.8705474                13.861954                2.6037503e-08            4.2046375                13454.715                
1500                     3.7688665633069145       3659299                  4302.4164719530945       158                      5193.700464626424        32                       0.01138207367255826      357173                   4.172924888011946        1783143                  0.5845076                14.277808                8.079592e-09             17.927343                578251.44                
1550                     3.909918332695961        3794668                  4205.310867694309        159                      5193.795345263864        32                       0.01699480855507971      370397                   4.069696672055898        1849184                  -0.32921076              17.959318                1.3475243e-06            2.252867                 22063.299                
1600                     4.047461435529921        3926427                  3997.9857187591024       163                      5344.1484558349075       32                       0.02416346181972393      383269                   4.173470727437759        1913462                  -0.7156863               21.241632                1.561282e-05             2.8695502                5484.9443                
1650                     4.182899440725644        4053514                  3769.983228540438        165                      5296.5408244783375       32                       0.024418892338871956     395685                   4.359673690795899        1975460                  -0.3210498               22.134897                2.8278055e-06            1.9754394                2154.3398                
1700                     4.322659833497471        4186753                  4138.803499911845        159                      5245.526917068486        32                       0.02312244083287366      408698                   4.284494653903583        2040462                  -0.7404418               20.728329                1.11555755e-05           2.4327648                5082.3853                
1750                     4.465579576426082        4321892                  4227.543601668877        160                      5207.7132259585815       32                       0.013290147817633451     421898                   4.081549285935122        2106388                  -0.2628223               15.664896                2.3781725e-07            23.862062                411162.38                
1800                     4.600175182422002        4450454                  4068.9910867237213       158                      5360.643511157522        32                       0.023182695562189274     434456                   4.263556804523601        2169106                  1.0176183                22.023706                2.0095937e-05            30.750973                1336815.2                
1850                     4.737520772748523        4581866                  4114.597145086088        160                      5235.72089970404         32                       0.020092982074099597     447296                   4.072666248933447        2233217                  0.6853164                19.797764                3.4845303e-07            6.476359                 71567.836                
1900                     4.877290437950029        4716084                  4351.776593740606        156                      5475.208411488649        32                       0.016721624563171594     460405                   4.178913915848976        2298697                  0.49049047               17.927732                1.8483386e-06            4.834224                 43303.6                  
1950                     5.017625991503397        4850232                  4248.573860722138        161                      5602.203338611999        32                       0.020589883319176862     473511                   4.109581201001742        2364145                  -0.015132618             20.08366                 6.4675646e-07            43.381092                1862548.2                
2000                     5.152228583759732        4978281                  4036.443776551422        162                      5306.165776119053        32                       0.020291550954182943     486022                   4.106219808563932        2426610                  -0.34042946              19.884348                3.627731e-06             2.7352214                14863.002                
2050                     5.295773318674829        5117588                  4618.08865388268         157                      5587.364893100475        32                       0.012783708182409351     499629                   4.083713713146391        2494576                  0.74459505               14.938431                2.948413e-10             2.456889                 21719.582                
2100                     5.434030951129065        5250639                  4562.0263807513775       153                      5518.247392890037        32                       0.01412523254867672      512627                   4.086836665938228        2559487                  -0.12273472              16.23562                 6.0783454e-09            2.9145036                35338.918                
2150                     5.574159507751465        5384822                  4470.220571160061        158                      5569.478331202812        32                       0.018027930073042358     525735                   4.132995474772484        2624949                  -0.6867721               19.197859                7.2755384e-08            2.7154624                11090.23                 
2200                     5.713767827086978        5519125                  4338.588200946282        162                      5533.160743991895        32                       0.016640918653572787     538849                   4.046598696139078        2690467                  -0.14052771              17.262117                7.864827e-08             8.804687                 213774.19                
2250                     5.854173621402847        5654208                  4473.545244512151        159                      5582.4396690167205       32                       0.013462061824103599     552044                   4.068349855300569        2756366                  -0.6883744               16.393005                4.380921e-07             3.0218039                14367.519                
